Rank,Player,Best window,Seasons included,Anchor season,Prime raw,Prime display,Avg SI contribution,Avg TP contribution,Avg Recognition contribution,Avg Postseason contribution,Avg Team Achievement contribution,Avg Teammate adjustment,Best season score,Weakest season score,Window variance,Data completeness status
123,Detlef Schrempf,1990-91-1994-95,"1990-91, 1991-92, 1992-93, 1993-94, 1994-95",1994-95,24.3066,53.88,16.1822,7.796,0.8736,-0.3728,0.0,-0.1724,29.555,14.9962,22.7878,complete
124,Carlos Boozer,2003-04-2007-08,"2003-04, 2004-05, 2005-06, 2006-07, 2007-08",2006-07,24.2643,53.83,15.412,6.8578,0.9505,0.427,0.5361,0.0808,33.2035,12.9118,51.3587,complete
125,Brandon Roy,2006-07-2010-11,"2006-07, 2007-08, 2008-09, 2009-10, 2010-11",2008-09,24.1238,53.65,16.7119,5.3087,1.8111,0.2063,0.0,0.0859,35.0988,5.532,99.7666,complete
126,Al Horford,2014-15-2018-19,"2014-15, 2015-16, 2016-17, 2017-18, 2018-19",2017-18,24.047,53.56,16.3783,4.6387,1.5005,0.7907,0.8535,-0.1146,25.956,20.9383,2.9947,complete
127,Fat Lever,1985-86-1989-90,"1985-86, 1986-87, 1987-88, 1988-89, 1989-90",1987-88,24.0159,53.52,17.3552,4.0979,2.1373,0.0275,0.2563,0.1416,28.0197,10.623,36.1482,complete
128,Rajon Rondo,2007-08-2011-12,"2007-08, 2008-09, 2009-10, 2010-11, 2011-12",2009-10,24.0046,53.51,13.9995,3.7816,3.8286,1.1907,1.408,-0.2038,27.5113,16.2012,14.7912,complete
129,Nikola Vucevic,2018-19-2022-23,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",2018-19,23.9877,53.48,17.0998,6.062,0.7432,-0.0341,0.0,0.1168,30.6652,12.61,35.9976,complete
130,Jack Sikma,1981-82-1985-86,"1981-82, 1982-83, 1983-84, 1984-85, 1985-86",1981-82,23.9552,53.44,16.5015,5.4225,1.7791,-0.0287,0.1611,0.1198,28.2346,16.8523,14.0223,complete
131,Joe Dumars,1988-89-1992-93,"1988-89, 1989-90, 1990-91, 1991-92, 1992-93",1988-89,23.849,53.31,12.5995,4.9534,4.7653,-0.0864,1.5345,0.0828,25.6181,16.902,9.8266,complete
132,Mark Aguirre,1983-84-1987-88,"1983-84, 1984-85, 1985-86, 1986-87, 1987-88",1983-84,23.6179,53.02,14.822,7.1742,1.101,-0.1449,0.6733,-0.0076,26.7077,14.3636,20.5568,complete
133,Kemba Walker,2015-16-2019-20,"2015-16, 2016-17, 2017-18, 2018-19, 2019-20",2016-17,23.5214,52.9,15.8512,6.1113,1.3213,-0.1055,0.1743,0.1688,24.0754,21.7372,0.815,complete
134,Alvin Robertson,1985-86-1989-90,"1985-86, 1986-87, 1987-88, 1988-89, 1989-90",1985-86,23.5128,52.89,13.7623,4.3143,4.8992,0.1611,0.0,0.3759,30.4442,15.6322,23.0377,complete
135,John Wall,2012-13-2016-17,"2012-13, 2013-14, 2014-15, 2015-16, 2016-17",2016-17,23.3795,52.72,15.1089,5.1994,2.0921,0.3298,0.5714,0.078,28.9744,18.2822,15.9638,complete
136,Stephon Marbury,2000-01-2004-05,"2000-01, 2001-02, 2002-03, 2003-04, 2004-05",2004-05,23.0941,52.37,15.9154,6.5458,0.7019,-0.3063,0.0,0.2372,26.4827,15.3749,16.6968,complete
137,Doc Rivers,1984-85-1988-89,"1984-85, 1985-86, 1986-87, 1987-88, 1988-89",1987-88,23.0207,52.28,17.1107,4.7548,0.4356,0.3558,0.4818,-0.118,26.8355,16.3387,15.1596,complete
138,Terry Cummings,1982-83-1986-87,"1982-83, 1983-84, 1984-85, 1985-86, 1986-87",1984-85,23.0149,52.27,15.2642,5.2632,1.5118,0.4978,0.4598,0.0182,30.6198,14.9871,32.6731,complete
139,Dennis Rodman,1987-88-1991-92,"1987-88, 1988-89, 1989-90, 1990-91, 1991-92",1991-92,23.0043,52.26,13.513,4.7759,5.2865,-1.2158,0.6347,0.01,27.6957,14.6113,21.6324,complete
140,Glen Rice,1993-94-1997-98,"1993-94, 1994-95, 1995-96, 1996-97, 1997-98",1996-97,22.7877,51.98,13.6046,6.8514,1.8467,0.266,0.1013,0.1177,27.6176,18.4553,11.5179,complete
141,Andrew Bynum,2007-08-2011-12,"2007-08, 2008-09, 2009-10, 2010-11, 2011-12",2011-12,22.7723,51.97,15.3032,6.1351,1.0383,0.0291,0.5462,-0.2797,28.5518,15.6174,17.9079,complete
142,Michael Redd,2002-03-2006-07,"2002-03, 2003-04, 2004-05, 2005-06, 2006-07",2005-06,22.6987,51.87,15.0837,6.6312,0.2521,0.3558,0.0,0.3759,26.8968,14.4497,15.8283,complete
143,Dan Roundfield,1979-80-1983-84,"1979-80, 1980-81, 1981-82, 1982-83, 1983-84",1979-80,22.6966,51.87,13.6642,5.0312,3.8797,-0.172,0.1577,0.1358,26.889,16.7593,12.9435,complete
144,Gerald Wallace,2005-06-2009-10,"2005-06, 2006-07, 2007-08, 2008-09, 2009-10",2009-10,22.6027,51.75,15.3666,5.0998,1.4589,0.3325,0.0,0.3449,25.7863,14.2586,14.9609,complete
145,Paul Millsap,2011-12-2015-16,"2011-12, 2012-13, 2013-14, 2014-15, 2015-16",2015-16,22.5608,51.7,16.0035,5.2874,1.4389,-0.6153,0.4559,-0.0095,26.3881,18.4854,7.0986,complete
146,Derek Harper,1986-87-1990-91,"1986-87, 1987-88, 1988-89, 1989-90, 1990-91",1986-87,22.5363,51.67,16.4161,5.2546,0.7404,-0.1243,0.1161,0.1334,25.6249,18.3355,8.6608,complete
147,Rasheed Wallace,1998-99-2002-03,"1998-99, 1999-00, 2000-01, 2001-02, 2002-03",2000-01,22.4276,51.53,15.2597,5.4539,0.7457,0.5953,0.2992,0.074,25.7253,18.5945,6.727,complete
148,Derrick Coleman,1990-91-1994-95,"1990-91, 1991-92, 1992-93, 1993-94, 1994-95",1992-93,22.3968,51.5,14.5342,5.4387,1.1148,1.133,0.0,0.1761,27.9934,12.6559,36.2151,complete
149,Marcus Camby,2003-04-2007-08,"2003-04, 2004-05, 2005-06, 2006-07, 2007-08",2006-07,22.3615,51.45,14.7217,3.7555,4.1957,-0.4536,0.0,0.1423,27.6728,16.2675,14.2921,complete
150,Gus Williams,1981-82-1985-86,"1981-82, 1982-83, 1983-84, 1984-85, 1985-86",1981-82,22.3544,51.44,14.3859,4.5889,2.2992,0.8236,0.2381,0.0188,32.2948,7.8722,71.6839,complete
151,Baron Davis,2003-04-2007-08,"2003-04, 2004-05, 2005-06, 2006-07, 2007-08",2006-07,22.3495,51.44,14.7255,4.7086,0.525,1.9272,0.2381,0.2251,26.0167,15.2719,17.6225,complete
152,DeMar DeRozan,2017-18-2021-22,"2017-18, 2018-19, 2019-20, 2020-21, 2021-22",2021-22,22.3246,51.41,14.2885,6.4324,1.9562,-0.6431,0.1905,0.1001,24.8926,16.1527,8.8742,complete
153,Brad Miller,2001-02-2005-06,"2001-02, 2002-03, 2003-04, 2004-05, 2005-06",2003-04,22.2098,51.26,15.8436,5.8619,0.6606,-0.228,0.1447,-0.0731,23.9147,18.0686,5.0597,complete
154,Isaiah Hartenstein,2021-22-2025-26,"2021-22, 2022-23, 2023-24, 2024-25, 2025-26",2021-22,22.1316,51.16,15.6236,5.627,0.0,0.5264,0.561,-0.2064,25.1238,10.2545,27.4193,complete
155,Rod Strickland,1993-94-1997-98,"1993-94, 1994-95, 1995-96, 1996-97, 1997-98",1994-95,22.0056,51.01,15.7108,4.9278,1.2024,0.1256,0.0,0.0391,23.6067,18.3138,4.8188,complete
156,Gordon Hayward,2012-13-2016-17,"2012-13, 2013-14, 2014-15, 2015-16, 2016-17",2016-17,21.9937,50.99,15.194,5.8148,0.4129,0.3903,0.2101,-0.0284,30.1142,10.4193,45.6198,complete
157,Bradley Beal,2016-17-2020-21,"2016-17, 2017-18, 2018-19, 2019-20, 2020-21",2020-21,21.8159,50.77,13.737,7.0625,0.991,-0.3469,0.1575,0.2148,23.0279,18.0007,3.2266,complete
158,Steve Francis,1999-00-2003-04,"1999-00, 2000-01, 2001-02, 2002-03, 2003-04",2000-01,21.6952,50.62,15.2299,5.5214,0.6194,0.1015,0.0,0.223,27.3138,15.1817,25.6221,complete
159,Paul Pressey,1984-85-1988-89,"1984-85, 1985-86, 1986-87, 1987-88, 1988-89",1985-86,21.5035,50.38,15.4966,4.4152,1.6669,-0.5034,0.6138,-0.1856,26.1668,12.8976,22.3139,complete
160,Jermaine O'Neal,2002-03-2006-07,"2002-03, 2003-04, 2004-05, 2005-06, 2006-07",2003-04,21.3639,50.2,13.3086,5.1884,2.5009,-0.2412,0.477,0.1302,25.1192,14.6312,21.3551,complete
161,Jason Terry,2004-05-2008-09,"2004-05, 2005-06, 2006-07, 2007-08, 2008-09",2004-05,21.2146,50.02,15.4571,5.8517,0.0,-0.2414,0.522,-0.3747,23.052,17.6208,3.6226,complete
162,Klay Thompson,2014-15-2018-19,"2014-15, 2015-16, 2016-17, 2017-18, 2018-19",2014-15,21.1389,49.92,12.0999,6.505,1.8631,-0.6238,1.7369,-0.4422,26.9222,12.5424,37.5684,complete
163,Pascal Siakam,2021-22-2025-26,"2021-22, 2022-23, 2023-24, 2024-25, 2025-26",2024-25,21.1085,49.89,12.7576,5.3678,1.28,1.044,0.6337,0.0253,23.1894,13.1303,12.5995,complete
164,Hersey Hawkins,1990-91-1994-95,"1990-91, 1991-92, 1992-93, 1993-94, 1994-95",1990-91,21.0265,49.78,13.3546,6.2513,0.4129,0.7198,0.1776,0.1103,26.9467,13.6969,19.1456,complete
165,Andre Drummond,2015-16-2019-20,"2015-16, 2016-17, 2017-18, 2018-19, 2019-20",2017-18,20.7737,49.47,14.0648,5.0172,1.8183,-0.3199,0.0,0.1933,24.9335,15.8009,12.0428,complete
166,Jaylen Brown,2021-22-2025-26,"2021-22, 2022-23, 2023-24, 2024-25, 2025-26",2025-26,20.6685,49.34,11.3281,5.7879,2.958,-0.2969,1.1827,-0.2914,24.9111,13.3625,16.0373,complete
167,Derrick White,2021-22-2025-26,"2021-22, 2022-23, 2023-24, 2024-25, 2025-26",2023-24,20.591,49.24,13.6668,3.9232,1.1306,1.1506,0.9728,-0.253,25.3481,10.1337,25.6439,complete
168,Tyrese Maxey,2021-22-2025-26,"2021-22, 2022-23, 2023-24, 2024-25, 2025-26",2025-26,20.5766,49.22,13.634,5.4669,0.9497,0.0757,0.3585,0.0918,27.2629,13.3037,29.3751,complete
169,Dale Ellis,1986-87-1990-91,"1986-87, 1987-88, 1988-89, 1989-90, 1990-91",1988-89,20.5722,49.22,13.4787,6.6663,0.6194,-0.803,0.4456,0.1653,24.4038,10.517,21.1379,complete
170,Darrell Armstrong,1998-99-2002-03,"1998-99, 1999-00, 2000-01, 2001-02, 2002-03",1998-99,20.4341,49.04,15.827,5.1098,0.0217,-0.4958,0.0,-0.0286,26.1385,9.5179,31.0157,complete
171,Julius Randle,2020-21-2024-25,"2020-21, 2021-22, 2022-23, 2023-24, 2024-25",2020-21,20.3497,48.94,12.6943,5.7227,1.7636,-0.2223,0.4175,-0.0261,24.2991,10.6269,25.2339,complete
172,Sleepy Floyd,1985-86-1989-90,"1985-86, 1986-87, 1987-88, 1988-89, 1989-90",1986-87,20.2653,48.83,13.3173,5.8362,0.4129,0.2746,0.2208,0.2034,28.4479,10.0602,45.5836,complete
173,Serge Ibaka,2010-11-2014-15,"2010-11, 2011-12, 2012-13, 2013-14, 2014-15",2013-14,20.1966,48.75,12.7657,4.5717,2.7735,-0.0646,0.5787,-0.4285,22.8261,12.175,22.4414,complete
174,Jim Paxson,1980-81-1984-85,"1980-81, 1981-82, 1982-83, 1983-84, 1984-85",1982-83,20.1681,48.71,13.4819,5.0222,1.2387,0.1776,0.2284,0.0193,24.8128,13.307,21.8126,complete
175,Jrue Holiday,2018-19-2022-23,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",2020-21,20.1614,48.7,13.3892,4.8455,2.3527,-0.9526,0.7957,-0.2691,22.2343,12.7775,11.2639,complete
176,David Lee,2005-06-2009-10,"2005-06, 2006-07, 2007-08, 2008-09, 2009-10",2009-10,20.1174,48.65,13.0861,6.1858,0.4169,0.0,0.0,0.4286,24.3315,11.6252,20.4706,complete
177,Josh Smith,2007-08-2011-12,"2007-08, 2008-09, 2009-10, 2010-11, 2011-12",2009-10,19.9766,48.47,14.6755,4.5907,0.6768,-0.2864,0.2993,0.0207,25.2301,12.7746,16.9432,complete
178,Larry Johnson,1991-92-1995-96,"1991-92, 1992-93, 1993-94, 1994-95, 1995-96",1992-93,19.8688,48.34,12.7424,5.1109,1.28,0.3859,0.1688,0.1808,24.5043,11.7717,17.5046,complete
179,Jaren Jackson Jr.,2021-22-2025-26,"2021-22, 2022-23, 2023-24, 2024-25, 2025-26",2022-23,19.7244,48.16,10.703,4.946,4.5546,-0.5925,0.0951,0.0183,28.9887,6.3022,61.2795,complete
180,Tom Chambers,1985-86-1989-90,"1985-86, 1986-87, 1987-88, 1988-89, 1989-90",1989-90,19.644,48.05,11.7127,5.8131,2.221,-0.8538,0.8819,-0.131,25.3459,11.7033,29.295,complete
181,Goran Dragic,2012-13-2016-17,"2012-13, 2013-14, 2014-15, 2015-16, 2016-17",2013-14,19.5484,47.94,12.9117,5.9423,0.6297,-0.1247,0.0611,0.1283,27.6645,8.7166,40.8307,complete
182,Kenny Anderson,1992-93-1996-97,"1992-93, 1993-94, 1994-95, 1995-96, 1996-97",1996-97,19.5209,47.9,14.9891,4.3152,0.2477,-0.0858,0.0,0.0547,23.5334,12.6424,13.4005,complete
183,Al Jefferson,2010-11-2014-15,"2010-11, 2011-12, 2012-13, 2013-14, 2014-15",2013-14,19.3611,47.7,13.7614,4.7257,0.7052,0.0074,0.0,0.1613,22.1556,14.3193,9.87,complete
184,Andre Miller,1999-00-2003-04,"1999-00, 2000-01, 2001-02, 2002-03, 2003-04",2001-02,19.2931,47.62,13.6296,4.9334,0.4645,-0.0569,0.0,0.3225,25.0958,7.6197,33.381,complete
185,Anthony Mason,1993-94-1997-98,"1993-94, 1994-95, 1995-96, 1996-97, 1997-98",1996-97,19.2543,47.57,13.5612,4.7103,1.1387,-0.4714,0.3068,0.0088,25.3608,8.0252,30.4214,complete
186,Zach Randolph,2006-07-2010-11,"2006-07, 2007-08, 2008-09, 2009-10, 2010-11",2010-11,18.7449,46.93,12.1087,5.0908,0.9497,0.2718,0.169,0.155,24.8662,9.7461,31.2994,complete
187,Bill Laimbeer,1985-86-1989-90,"1985-86, 1986-87, 1987-88, 1988-89, 1989-90",1989-90,18.6168,46.77,14.242,3.5602,0.3923,-0.4591,0.8903,-0.0088,20.429,14.9488,4.9726,complete
188,Vlade Divac,1993-94-1997-98,"1993-94, 1994-95, 1995-96, 1996-97, 1997-98",1994-95,18.607,46.76,14.2559,4.6665,0.0,-0.7115,0.2774,0.1186,21.7043,13.5396,7.4593,complete
189,Richard Jefferson,2002-03-2006-07,"2002-03, 2003-04, 2004-05, 2005-06, 2006-07",2005-06,18.6053,46.76,12.8047,5.2045,0.0,0.0885,0.6034,-0.0957,25.7034,7.4542,50.9281,complete
190,Johnny Moore,1980-81-1984-85,"1980-81, 1981-82, 1982-83, 1983-84, 1984-85",1982-83,18.5965,46.75,12.0188,3.735,0.3716,1.7833,0.7677,-0.0799,22.8595,11.3665,14.3466,complete
191,Andre Iguodala,2007-08-2011-12,"2007-08, 2008-09, 2009-10, 2010-11, 2011-12",2007-08,18.5812,46.73,14.7105,3.8384,0.5283,-0.6908,0.0965,0.0983,19.5681,15.4097,2.3676,complete
192,Scottie Barnes,2021-22-2025-26,"2021-22, 2022-23, 2023-24, 2024-25, 2025-26",2025-26,18.4185,46.52,12.0133,4.3803,1.2882,0.5818,0.0,0.1549,25.6809,9.8652,32.3563,complete
193,Tree Rollins,1979-80-1983-84,"1979-80, 1980-81, 1981-82, 1982-83, 1983-84",1979-80,18.3553,46.44,13.2316,4.3354,0.9178,-0.3427,0.0987,0.1145,23.4937,10.2977,20.3419,complete
194,Dennis Johnson,1979-80-1983-84,"1979-80, 1980-81, 1981-82, 1982-83, 1983-84",1980-81,18.3288,46.41,10.7507,2.8865,5.1571,-0.9563,0.6848,-0.194,24.024,8.2737,26.848,complete
195,Nate McMillan,1991-92-1995-96,"1991-92, 1992-93, 1993-94, 1994-95, 1995-96",1993-94,18.3099,46.39,13.4171,3.4628,1.1343,0.1068,0.389,-0.2001,21.4714,13.8368,6.2657,complete
196,Eric Bledsoe,2014-15-2018-19,"2014-15, 2015-16, 2016-17, 2017-18, 2018-19",2018-19,18.2433,46.3,13.1648,4.6103,0.8258,-0.8363,0.3991,0.0796,20.9758,11.7645,9.6451,complete
197,Buck Williams,1981-82-1985-86,"1981-82, 1982-83, 1983-84, 1984-85, 1985-86",1982-83,18.1533,46.19,10.9663,5.1685,1.6842,0.211,0.0334,0.0899,25.4687,11.4597,26.6488,complete
198,Michael Cooper,1982-83-1986-87,"1982-83, 1983-84, 1984-85, 1985-86, 1986-87",1986-87,18.0934,46.12,10.204,2.8976,3.3181,0.8823,1.2232,-0.4317,21.7715,12.9382,9.7499,complete
199,Rolando Blackman,1982-83-1986-87,"1982-83, 1983-84, 1984-85, 1985-86, 1986-87",1983-84,18.0608,46.08,11.4617,5.4293,0.7507,0.1925,0.2428,-0.0163,22.1973,11.9833,10.6017,complete
200,De'Aaron Fox,2019-20-2023-24,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",2022-23,18.0236,46.03,11.4304,5.963,0.6391,0.0526,0.0,-0.0615,22.4638,9.3825,18.0125,complete
201,Mike Bibby,2001-02-2005-06,"2001-02, 2002-03, 2003-04, 2004-05, 2005-06",2003-04,18.0008,46.0,12.4334,5.1552,0.0024,0.1057,0.3737,-0.0697,21.9072,13.6702,8.1658,complete
202,Mark Jackson,1995-96-1999-00,"1995-96, 1996-97, 1997-98, 1998-99, 1999-00",1997-98,17.9371,45.91,12.3719,4.0212,0.1459,0.4684,1.1081,-0.1783,18.9021,14.13,3.8396,complete
203,Michael Ray Richardson,1980-81-1984-85,"1980-81, 1981-82, 1982-83, 1983-84, 1984-85",1984-85,17.8894,45.83,12.1431,3.4674,2.3192,-0.2469,0.0736,0.133,22.4323,6.8199,32.8333,complete
204,Lamar Odom,2006-07-2010-11,"2006-07, 2007-08, 2008-09, 2009-10, 2010-11",2010-11,17.8639,45.8,13.6327,4.2664,0.0,-0.5214,0.8507,-0.3644,21.1943,12.0114,9.6169,complete
205,Antonio McDyess,1996-97-2000-01,"1996-97, 1997-98, 1998-99, 1999-00, 2000-01",1997-98,17.7797,45.67,11.1593,5.7103,0.7019,-0.058,0.0,0.2662,21.0785,4.426,36.471,complete
206,Victor Oladipo,2014-15-2018-19,"2014-15, 2015-16, 2016-17, 2017-18, 2018-19",2017-18,17.7443,45.62,11.7046,3.6555,2.0222,0.2147,0.0,0.1474,32.6216,5.998,89.4576,complete
207,Metta World Peace,1999-00-2003-04,"1999-00, 2000-01, 2001-02, 2002-03, 2003-04",2003-04,17.6693,45.5,10.8091,3.2183,3.4037,-0.1878,0.3941,0.032,28.3193,4.7789,74.106,complete
208,Jeff Teague,2012-13-2016-17,"2012-13, 2013-14, 2014-15, 2015-16, 2016-17",2014-15,17.5511,45.33,11.8254,5.3414,0.4129,-0.5739,0.6031,-0.0578,22.5892,11.7153,17.8767,complete
209,Vin Baker,1993-94-1997-98,"1993-94, 1994-95, 1995-96, 1996-97, 1997-98",1997-98,17.4536,45.18,10.4979,4.8888,2.0135,-0.2095,0.1643,0.0986,22.5102,7.8728,29.0216,complete
210,Doug Christie,1999-00-2003-04,"1999-00, 2000-01, 2001-02, 2002-03, 2003-04",2002-03,17.3228,44.98,12.293,3.8205,1.9696,-1.0332,0.4368,-0.1639,21.2674,11.0389,14.023,complete
211,Dan Majerle,1990-91-1994-95,"1990-91, 1991-92, 1992-93, 1993-94, 1994-95",1991-92,17.1431,44.71,13.3508,3.2345,1.5861,-1.2499,0.5125,-0.2909,20.2211,9.1686,15.2178,complete
212,Joe Johnson,2005-06-2009-10,"2005-06, 2006-07, 2007-08, 2008-09, 2009-10",2009-10,17.1354,44.7,11.6743,4.6481,1.3775,-1.0144,0.3496,0.1002,18.592,13.5329,3.8616,complete
213,Otis Birdsong,1979-80-1983-84,"1979-80, 1980-81, 1981-82, 1982-83, 1983-84",1980-81,17.02,44.53,10.8089,4.2405,1.6369,-0.2733,0.4976,0.1094,25.5978,3.2863,56.4079,complete
214,Brook Lopez,2014-15-2018-19,"2014-15, 2015-16, 2016-17, 2017-18, 2018-19",2014-15,16.9517,44.43,11.2659,5.1893,0.0,0.1235,0.0777,0.2953,18.8304,11.1571,7.839,complete
215,John Starks,1991-92-1995-96,"1991-92, 1992-93, 1993-94, 1994-95, 1995-96",1993-94,16.8517,44.28,11.5323,4.0064,0.8119,-0.5027,1.2337,-0.2299,18.2855,12.9419,5.642,complete
216,Ron Harper,1988-89-1992-93,"1988-89, 1989-90, 1990-91, 1991-92, 1992-93",1988-89,16.517,43.78,12.8255,3.1894,0.0,0.5455,0.0,-0.0435,25.1498,4.8085,43.1006,complete
217,Rodney McCray,1983-84-1987-88,"1983-84, 1984-85, 1985-86, 1986-87, 1987-88",1986-87,16.059,43.09,11.5477,3.4593,1.1252,-0.3476,0.2346,0.0398,20.7212,9.3872,14.3838,complete
218,Latrell Sprewell,1992-93-1996-97,"1992-93, 1993-94, 1994-95, 1995-96, 1996-97",1996-97,15.8749,42.81,9.6952,3.9395,2.1748,-0.1524,0.0,0.2177,21.4192,6.5541,37.2041,complete
219,Kirk Hinrich,2004-05-2008-09,"2004-05, 2005-06, 2006-07, 2007-08, 2008-09",2006-07,15.4965,42.24,11.2949,3.4471,0.4978,-0.0041,0.2032,0.0576,19.9679,7.0244,20.6378,complete
220,Luol Deng,2006-07-2010-11,"2006-07, 2007-08, 2008-09, 2009-10, 2010-11",2006-07,15.2882,41.93,11.5912,2.9517,0.0602,0.3354,0.3823,-0.0326,22.4039,6.5819,28.9609,complete
221,Kenyon Martin,2001-02-2005-06,"2001-02, 2002-03, 2003-04, 2004-05, 2005-06",2003-04,15.1965,41.79,10.0433,3.742,0.4358,0.448,0.683,-0.1557,20.7229,8.3856,19.8217,complete
222,Shane Battier,2002-03-2006-07,"2002-03, 2003-04, 2004-05, 2005-06, 2006-07",2006-07,15.1303,41.7,12.0417,2.9789,0.2198,-0.0754,0.0,-0.0347,15.853,13.4771,0.7876,complete
223,Theo Ratliff,1996-97-2000-01,"1996-97, 1997-98, 1998-99, 1999-00, 2000-01",2000-01,15.1031,41.65,10.2127,3.8061,1.138,-0.0741,0.1382,-0.1178,16.4343,11.3257,3.2704,complete
224,Mikal Bridges,2019-20-2023-24,"2019-20, 2020-21, 2021-22, 2022-23, 2023-24",2020-21,15.0782,41.62,11.3223,3.7876,0.8299,-1.0799,0.3422,-0.1239,18.0948,8.9366,11.7866,complete
225,Charles Oakley,1993-94-1997-98,"1993-94, 1994-95, 1995-96, 1996-97, 1997-98",1993-94,15.0433,41.56,11.1023,2.6386,1.5539,-0.7035,0.5446,-0.0926,20.0796,11.4121,10.3567,complete
226,Andrew Bogut,2006-07-2010-11,"2006-07, 2007-08, 2008-09, 2009-10, 2010-11",2009-10,14.7949,41.19,10.2603,3.2925,0.9667,0.0,0.0,0.2755,21.5481,8.507,21.7153,complete
227,Tony Allen,2010-11-2014-15,"2010-11, 2011-12, 2012-13, 2013-14, 2014-15",2010-11,14.6245,40.94,10.1208,2.264,2.4017,-0.2988,0.3769,-0.2401,16.9829,9.436,5.9374,complete
228,Jamal Mashburn,1998-99-2002-03,"1998-99, 1999-00, 2000-01, 2001-02, 2002-03",2002-03,14.4962,40.74,10.4017,3.1767,0.637,-0.0361,0.383,-0.066,19.5774,4.5629,32.5442,complete
229,P.J. Brown,1998-99-2002-03,"1998-99, 1999-00, 2000-01, 2001-02, 2002-03",2002-03,14.4954,40.74,11.2309,3.3513,0.5574,-0.6592,0.1338,-0.1188,19.5864,9.9779,11.2113,complete
230,Jamal Murray,2016-17-2020-21,"2016-17, 2017-18, 2018-19, 2019-20, 2020-21",2019-20,14.1192,40.18,8.1571,3.7607,0.0,1.9988,0.5254,-0.3229,19.4126,2.4656,31.1545,complete
231,Ralph Sampson,1983-84-1987-88,"1983-84, 1984-85, 1985-86, 1986-87, 1987-88",1983-84,13.721,39.58,7.5049,3.7088,1.5819,0.4545,0.4304,0.0405,17.153,1.6344,37.4156,complete
232,Mark Eaton,1984-85-1988-89,"1984-85, 1985-86, 1986-87, 1987-88, 1988-89",1984-85,13.7051,39.56,6.6853,2.8305,4.6903,-0.4691,0.1283,-0.1602,17.7982,6.3518,18.1791,complete
233,Kevin Willis,1989-90-1993-94,"1989-90, 1990-91, 1991-92, 1992-93, 1993-94",1991-92,13.1259,38.69,8.6329,4.2986,0.6334,-0.5316,0.1268,-0.0343,17.6291,6.4155,20.1974,complete
234,Tiny Archibald,1979-80-1983-84,"1979-80, 1980-81, 1981-82, 1982-83, 1983-84",1979-80,12.4137,37.62,7.4767,3.664,1.6521,-1.0526,1.0908,-0.4172,17.4551,1.2718,39.7467,complete
235,Marcus Smart,2018-19-2022-23,"2018-19, 2019-20, 2020-21, 2021-22, 2022-23",2021-22,12.2195,37.33,7.5996,2.2873,3.1244,-1.3714,0.8411,-0.2617,15.42,7.222,9.7246,complete
236,Juwan Howard,1994-95-1998-99,"1994-95, 1995-96, 1996-97, 1997-98, 1998-99",1995-96,10.2101,33.72,6.2858,3.2594,0.6194,0.0217,0.0,0.0239,12.5819,5.2727,6.2367,complete
237,Bruce Bowen,2002-03-2006-07,"2002-03, 2003-04, 2004-05, 2005-06, 2006-07",2005-06,8.6791,30.91,5.9274,1.1383,2.8938,-1.645,0.6975,-0.3329,10.4753,5.6971,2.3662,complete
