player,exception_score,exception_routes,best_preliminary_single_season,best_preliminary_three_year_window,best_legacy_window,included
Yakhouba Diawara,16.36,elite individual peak,30.2,,,False
Ed Nealy,16.35,elite individual peak,46.0,,,False
Brian Quinnett,16.3,elite individual peak,33.5,,,False
Willie Reed,16.25,elite individual peak,47.2,,,False
Terrance Ferguson,16.24,elite individual peak,32.9,,,False
Cody Martin,16.19,elite individual peak,41.2,,,False
Ronnie Lester,16.19,elite individual peak,45.3,,,False
Alexander Volkov,16.19,elite individual peak,44.5,,,False
Steve Harris,16.16,elite individual peak,34.3,,,False
Justin Champagnie,16.16,elite individual peak,44.6,,,False
Vladimir Stepania,16.14,elite individual peak,48.1,,,False
Jordan Nwora,16.1,elite individual peak,34.3,,,False
Kyle Filipowski,16.07,elite individual peak,46.8,,,False
Shane Larkin,16.05,elite individual peak,43.9,,,False
Granville Waiters,16.05,elite individual peak,39.5,,,False
Josh Boone,16.04,elite individual peak,44.9,,,False
Bernard Robinson,15.99,elite individual peak,39.4,,,False
Ronnie Price,15.98,elite individual peak,39.0,,,False
Tony Farmer,15.97,elite individual peak,43.2,,,False
Julian Strawther,15.95,elite individual peak,31.5,,,False
Pero Antic,15.95,elite individual peak,34.0,,,False
Matas Buzelis,15.92,elite individual peak,41.9,,,False
Jon Leuer,15.92,elite individual peak,45.5,,,False
Donatas Motiejunas,15.9,elite individual peak,42.5,,,False
Anthony Randolph,15.89,elite individual peak,44.1,,,False
Damian Jones,15.89,elite individual peak,43.3,,,False
Jaylen Nowell,15.86,elite individual peak,34.6,,,False
Jonathan Mogbo,15.85,elite individual peak,40.8,,,False
Mitch Kupchak,15.84,elite individual peak,48.8,,,False
Marvin Bagley III,15.82,elite individual peak,48.1,,,False
Timothe Luwawu-Cabarrot,15.79,elite individual peak,30.1,,,False
Dominic McGuire,15.79,elite individual peak,40.6,,,False
Brandon Williams,15.78,elite individual peak,43.9,,,False
Jeremy Evans,15.77,elite individual peak,43.5,,,False
Mike Harper,15.75,elite individual peak,40.7,,,False
Jim Les,15.75,elite individual peak,45.5,,,False
Yves Missi,15.7,elite individual peak,44.0,,,False
P.J. Hairston,15.69,elite individual peak,30.1,,,False
Tom Garrick,15.68,elite individual peak,41.7,,,False
Evan Eschmeyer,15.65,elite individual peak,42.1,,,False
Phil Pressey,15.62,elite individual peak,39.9,,,False
Ryan Bowen,15.61,elite individual peak,39.8,,,False
Vince Williams Jr.,15.59,elite individual peak,40.8,,,False
James Hardy,15.59,elite individual peak,41.8,,,False
Clifford Ray,15.57,elite individual peak,42.4,,,False
Quinn Cook,15.56,elite individual peak,34.8,,,False
Aaron Gray,15.56,elite individual peak,43.9,,,False
Troy Daniels,15.54,elite individual peak,35.1,,,False
John Morton,15.53,elite individual peak,41.8,,,False
Jordan McLaughlin,15.48,elite individual peak,40.6,,,False
Mario Hezonja,15.43,elite individual peak,39.8,,,False
Chris Singleton,15.42,elite individual peak,37.6,,,False
Abdul Jeelani,15.42,elite individual peak,43.4,,,False
Paul Thompson,15.4,elite individual peak,41.3,,,False
Jumaine Jones,15.38,elite individual peak,42.9,,,False
Chimezie Metu,15.36,elite individual peak,41.2,,,False
Tarik Black,15.32,elite individual peak,43.9,,,False
Primoz Brezec,15.31,elite individual peak,44.7,,,False
Calvin Booth,15.29,elite individual peak,40.6,,,False
Chris Anstey,15.26,elite individual peak,42.9,,,False
Will Richard,15.25,elite individual peak,38.0,,,False
Shelden Williams,15.25,elite individual peak,42.1,,,False
Tim Legler,15.24,elite individual peak,43.8,,,False
Jaden Ivey,15.24,elite individual peak,40.1,,,False
Emanual Davis,15.23,elite individual peak,38.5,,,False
Jordan Hawkins,15.21,elite individual peak,32.5,,,False
Jamie Feick,15.19,elite individual peak,47.1,,,False
Dickey Simpkins,15.19,elite individual peak,41.6,,,False
Shammond Williams,15.18,elite individual peak,41.8,,,False
Isaiah Collier,15.17,elite individual peak,46.5,,,False
Will Bynum,15.17,elite individual peak,42.9,,,False
Kelenna Azubuike,15.16,elite individual peak,40.8,,,False
Charles Shackleford,15.09,elite individual peak,42.8,,,False
Jordan Hamilton,15.09,elite individual peak,38.7,,,False
Larry Stewart,15.08,elite individual peak,40.3,,,False
Jay Williams,15.07,elite individual peak,42.6,,,False
Donnell Harvey,15.06,elite individual peak,41.3,,,False
Jan Vesely,15.06,elite individual peak,38.9,,,False
Mark Macon,15.05,elite individual peak,32.5,,,False
Sidney Wicks,15.05,elite individual peak,34.6,,,False
Kyle Weaver,15.02,elite individual peak,36.7,,,False
Ben McDonald,15.02,elite individual peak,29.2,,,False
John Roche,15.02,elite individual peak,45.9,,,False
Orien Greene,15.02,elite individual peak,33.8,,,False
J.J. Anderson,15.0,elite individual peak,40.1,,,False
Gui Santos,14.99,elite individual peak,39.4,,,False
Freeman Williams,14.98,elite individual peak,46.6,,,False
Keith Herron,14.94,elite individual peak,38.5,,,False
Ben Coleman,14.9,elite individual peak,40.9,,,False
Othell Wilson,14.88,elite individual peak,37.8,,,False
Jock Landale,14.87,elite individual peak,44.2,,,False
Isaiah Roby,14.87,elite individual peak,38.4,,,False
Scoot Henderson,14.84,elite individual peak,42.4,,,False
Greg Foster,14.81,elite individual peak,33.5,,,False
Aleksej Pokusevski,14.79,elite individual peak,38.9,,,False
Rashad McCants,14.79,elite individual peak,40.5,,,False
Keith Lee,14.75,elite individual peak,40.9,,,False
Keith McLeod,14.74,elite individual peak,39.1,,,False
Mark Davis,14.74,elite individual peak,38.2,,,False
Gerard King,14.73,elite individual peak,40.3,,,False
Donald Sloan,14.72,elite individual peak,42.6,,,False
Raul Lopez,14.68,elite individual peak,42.1,,,False
Ryan Arcidiacono,14.66,elite individual peak,40.2,,,False
Vonteego Cummings,14.66,elite individual peak,39.0,,,False
Vincent Yarbrough,14.66,elite individual peak,35.3,,,False
Byron Houston,14.66,elite individual peak,37.8,,,False
Travis Mays,14.64,elite individual peak,38.5,,,False
Max Christie,14.62,elite individual peak,37.3,,,False
Jim Thomas,14.61,elite individual peak,38.2,,,False
Kyshawn George,14.57,elite individual peak,38.6,,,False
Cedric Coward,14.56,elite individual peak,41.9,,,False
Dallas Comegys,14.56,elite individual peak,34.4,,,False
Jabari Walker,14.55,elite individual peak,42.5,,,False
Quinten Post,14.53,elite individual peak,39.8,,,False
Denzel Valentine,14.51,elite individual peak,40.0,,,False
John Wallace,14.5,elite individual peak,38.4,,,False
Jahlil Okafor,14.49,elite individual peak,40.1,,,False
John Lambert,14.48,elite individual peak,38.4,,,False
Guerschon Yabusele,14.47,elite individual peak,41.3,,,False
Justin Hamilton,14.46,elite individual peak,39.0,,,False
Jake Voskuhl,14.45,elite individual peak,37.9,,,False
Chris Quinn,14.43,elite individual peak,39.4,,,False
Sindarius Thornwell,14.43,elite individual peak,34.1,,,False
Jared Butler,14.43,elite individual peak,41.7,,,False
Maxime Raynaud,14.41,elite individual peak,44.8,,,False
Omari Spellman,14.37,elite individual peak,38.9,,,False
Henry Sims,14.37,elite individual peak,40.0,,,False
Brooks Thompson,14.35,elite individual peak,39.1,,,False
Frank Ntilikina,14.34,elite individual peak,35.1,,,False
David Nwaba,14.34,elite individual peak,36.9,,,False
Duop Reath,14.33,elite individual peak,39.2,,,False
Dalano Banton,14.33,elite individual peak,36.6,,,False
Tony Brown,14.33,elite individual peak,34.7,,,False
Derrick Alston,14.32,elite individual peak,36.3,,,False
Jelani McCoy,14.31,elite individual peak,39.0,,,False
Austin Daye,14.31,elite individual peak,38.3,,,False
Justin Anderson,14.3,elite individual peak,38.1,,,False
Terry Furlow,14.29,elite individual peak,43.5,,,False
Alexey Shved,14.29,elite individual peak,39.9,,,False
Melvin Ely,14.29,elite individual peak,38.5,,,False
Winford Boynes,14.28,elite individual peak,35.6,,,False
James Wiseman,14.28,elite individual peak,41.8,,,False
Kendall Marshall,14.27,elite individual peak,45.8,,,False
Lowes Moore,14.27,elite individual peak,37.0,,,False
Jonny Flynn,14.26,elite individual peak,39.9,,,False
Sion James,14.25,elite individual peak,36.2,,,False
Pat Spencer,14.24,elite individual peak,39.4,,,False
A.J. Price,14.22,elite individual peak,40.4,,,False
Pelle Larsson,14.22,elite individual peak,39.6,,,False
Jake Tsakalidis,14.19,elite individual peak,38.5,,,False
Greg Minor,14.18,elite individual peak,35.8,,,False
K.J. McDaniels,14.16,elite individual peak,33.7,,,False
Quincy Acy,14.16,elite individual peak,37.7,,,False
Skal Labissiere,14.13,elite individual peak,38.2,,,False
Jordan Miller,14.11,elite individual peak,38.5,,,False
Nassir Little,14.1,elite individual peak,38.0,,,False
Danny Wolf,14.09,elite individual peak,38.1,,,False
Jeremiah Robinson-Earl,14.07,elite individual peak,38.6,,,False
Junior Harrington,14.06,elite individual peak,33.8,,,False
Donald Hodge,14.04,elite individual peak,39.4,,,False
Travis Diener,14.04,elite individual peak,40.9,,,False
Ike Diogu,14.04,elite individual peak,39.6,,,False
Roy Rogers,14.01,elite individual peak,35.9,,,False
Jericho Sims,14.0,elite individual peak,41.5,,,False
Willie Burton,13.97,elite individual peak,37.9,,,False
Joffrey Lauvergne,13.96,elite individual peak,42.4,,,False
Pete Verhoeven,13.95,elite individual peak,36.0,,,False
Viktor Khryapa,13.92,elite individual peak,36.1,,,False
Anthony Goldwire,13.92,elite individual peak,40.4,,,False
Sasha Danilovic,13.89,elite individual peak,36.2,,,False
Tyler Ulis,13.87,elite individual peak,39.1,,,False
Jeremiah Fears,13.84,elite individual peak,37.7,,,False
Ollie Johnson,13.83,elite individual peak,35.6,,,False
Michael Wiley,13.81,elite individual peak,37.0,,,False
Nicolo Melli,13.81,elite individual peak,34.6,,,False
Cam Reddish,13.8,elite individual peak,33.8,,,False
Clifford Rozier,13.8,elite individual peak,40.1,,,False
Sylvester Gray,13.8,elite individual peak,36.8,,,False
Qyntel Woods,13.79,elite individual peak,36.3,,,False
Dave Hoppen,13.78,elite individual peak,39.7,,,False
Trendon Watford,13.78,elite individual peak,37.2,,,False
Tom Boswell,13.77,elite individual peak,41.6,,,False
Hollis Copeland,13.76,elite individual peak,33.4,,,False
Jim Brogan,13.76,elite individual peak,35.8,,,False
Ray Tolbert,13.75,elite individual peak,34.4,,,False
Terence Stansbury,13.74,elite individual peak,33.9,,,False
Charles Davis,13.73,elite individual peak,35.6,,,False
Jerome Lane,13.72,elite individual peak,42.4,,,False
Ron Boone,13.72,elite individual peak,36.2,,,False
Oshae Brissett,13.72,elite individual peak,38.6,,,False
Bob Dandridge,13.71,elite individual peak,37.7,,,False
Kirk Snyder,13.7,elite individual peak,36.8,,,False
Michael Bradley,13.69,elite individual peak,42.1,,,False
Robert Sacre,13.68,elite individual peak,35.3,,,False
James Anderson,13.64,elite individual peak,33.3,,,False
Michael Ansley,13.63,elite individual peak,43.5,,,False
Keita Bates-Diop,13.62,elite individual peak,36.8,,,False
Thomas Robinson,13.62,elite individual peak,37.1,,,False
Ryan Kelly,13.6,elite individual peak,34.5,,,False
GG Jackson II,13.6,elite individual peak,37.1,,,False
Malachi Flynn,13.59,elite individual peak,33.9,,,False
Marcus Sasser,13.58,elite individual peak,37.3,,,False
Jo Jo White,13.58,elite individual peak,35.1,,,False
Bub Carrington,13.57,elite individual peak,36.2,,,False
Tracy Jackson,13.56,elite individual peak,33.8,,,False
Jamir Watkins,13.56,elite individual peak,32.5,,,False
Scott Roth,13.52,elite individual peak,32.5,,,False
Ken Bannister,13.52,elite individual peak,34.5,,,False
Marty Conlon,13.52,elite individual peak,39.2,,,False
Elmore Spencer,13.5,elite individual peak,33.4,,,False
Taylor Hendricks,13.5,elite individual peak,33.9,,,False
Kornel David,13.5,elite individual peak,36.8,,,False
Andrew Nicholson,13.48,elite individual peak,37.1,,,False
Nate Wolters,13.47,elite individual peak,37.1,,,False
Steve Hayes,13.45,elite individual peak,33.8,,,False
Keon Johnson,13.45,elite individual peak,32.5,,,False
Jack Haley,13.44,elite individual peak,39.7,,,False
Kevin Loder,13.43,elite individual peak,34.0,,,False
Trajan Langdon,13.43,elite individual peak,34.0,,,False
Mike Iuzzolino,13.42,elite individual peak,40.2,,,False
Anthony Cook,13.4,elite individual peak,34.9,,,False
Bob McCann,13.38,elite individual peak,33.1,,,False
Donte Greene,13.35,elite individual peak,33.6,,,False
Ante Zizic,13.35,elite individual peak,41.5,,,False
Derrick Brown,13.33,elite individual peak,36.3,,,False
Terrence Williams,13.32,elite individual peak,36.4,,,False
Ray McCallum,13.31,elite individual peak,36.1,,,False
Ryan Nembhard,13.29,elite individual peak,40.7,,,False
Tellis Frank,13.29,elite individual peak,35.0,,,False
Josh Jackson,13.27,elite individual peak,32.3,,,False
Egor Diomin,13.27,elite individual peak,34.9,,,False
Isaac Bonga,13.25,elite individual peak,32.2,,,False
Ashraf Amaya,13.23,elite individual peak,38.5,,,False
AJ Griffin,13.22,elite individual peak,34.5,,,False
Chris King,13.22,elite individual peak,32.6,,,False
Rodney McGruder,13.22,elite individual peak,34.4,,,False
Doug Overton,13.21,elite individual peak,36.8,,,False
Milos Teodosic,13.2,elite individual peak,39.2,,,False
Scott Lloyd,13.2,elite individual peak,33.5,,,False
Bernard Thompson,13.2,elite individual peak,33.3,,,False
MarShon Brooks,13.19,elite individual peak,33.4,,,False
Kira Lewis Jr.,13.14,elite individual peak,31.4,,,False
Charles Jenkins,13.13,elite individual peak,36.1,,,False
Marcus Fizer,13.08,elite individual peak,38.3,,,False
Tom Abernethy,13.03,elite individual peak,33.4,,,False
Jarell Martin,13.03,elite individual peak,32.8,,,False
Svi Mykhailiuk,13.02,elite individual peak,32.5,,,False
Bob Elliott,13.01,elite individual peak,34.9,,,False
Eric Leckner,13.0,elite individual peak,34.4,,,False
Trevor Ruffin,12.98,elite individual peak,41.0,,,False
PJ Dozier,12.96,elite individual peak,32.1,,,False
Wayne Robinson,12.96,elite individual peak,33.7,,,False
Gary Garland,12.93,elite individual peak,30.9,,,False
Ricky Berry,12.92,elite individual peak,34.5,,,False
Mateen Cleaves,12.92,elite individual peak,32.7,,,False
Mitchell Butler,12.92,elite individual peak,32.6,,,False
Sonny Weems,12.91,elite individual peak,32.5,,,False
Ollie Mack,12.91,elite individual peak,34.2,,,False
Rex Walters,12.88,elite individual peak,33.6,,,False
R.J. Hampton,12.87,elite individual peak,32.0,,,False
John Douglas,12.85,elite individual peak,32.4,,,False
Bryce Drew,12.83,elite individual peak,33.9,,,False
Marty Byrnes,12.8,elite individual peak,34.8,,,False
Brice Sensabaugh,12.8,elite individual peak,36.1,,,False
Loren Meyer,12.78,elite individual peak,33.7,,,False
Kobe Sanders,12.77,elite individual peak,31.1,,,False
JaKarr Sampson,12.77,elite individual peak,29.2,,,False
Zan Tabak,12.75,elite individual peak,35.6,,,False
Jaylen Wells,12.73,elite individual peak,34.9,,,False
Joe Hassett,12.73,elite individual peak,33.5,,,False
Trevor Wilson,12.71,elite individual peak,34.5,,,False
Rusty LaRue,12.7,elite individual peak,29.1,,,False
Isaiah Taylor,12.7,elite individual peak,34.5,,,False
Chris Duarte,12.69,elite individual peak,32.6,,,False
Raymond Townsend,12.68,elite individual peak,29.2,,,False
Walter Clayton,12.67,elite individual peak,36.4,,,False
Mike Batiste,12.67,elite individual peak,33.7,,,False
Ky Bowman,12.66,elite individual peak,29.1,,,False
Julian Phillips,12.66,elite individual peak,30.8,,,False
Josh Powell,12.66,elite individual peak,36.9,,,False
Russ Schoene,12.65,elite individual peak,33.4,,,False
Byron Mullens,12.65,elite individual peak,36.2,,,False
Duck Williams,12.65,elite individual peak,28.7,,,False
Sean Kilpatrick,12.64,elite individual peak,35.5,,,False
Mark McNamara,12.63,elite individual peak,38.6,,,False
Ed O'Bannon,12.62,elite individual peak,29.4,,,False
Rayan Rupert,12.62,elite individual peak,28.4,,,False
Vasilije Micic,12.62,elite individual peak,37.1,,,False
Damyean Dotson,12.61,elite individual peak,32.5,,,False
Brian Howard,12.6,elite individual peak,28.7,,,False
Gerald Glass,12.57,elite individual peak,32.8,,,False
Jeff Martin,12.56,elite individual peak,30.9,,,False
Treveon Graham,12.56,elite individual peak,30.3,,,False
Randolph Keys,12.52,elite individual peak,29.9,,,False
Darvin Ham,12.51,elite individual peak,30.4,,,False
Johnny Taylor,12.49,elite individual peak,29.2,,,False
Samardo Samuels,12.49,elite individual peak,32.7,,,False
John Duren,12.48,elite individual peak,29.8,,,False
Ryan Hollins,12.48,elite individual peak,29.6,,,False
Noah Clowney,12.47,elite individual peak,31.6,,,False
Isaiah Livers,12.47,elite individual peak,29.9,,,False
Bob Thornton,12.47,elite individual peak,31.4,,,False
Jarrett Culver,12.45,elite individual peak,28.9,,,False
Josh Christopher,12.44,elite individual peak,30.1,,,False
Luke Babbitt,12.44,elite individual peak,31.3,,,False
LaBradford Smith,12.41,elite individual peak,31.1,,,False
Tony Wroten,12.37,elite individual peak,32.5,,,False
Eric Money,12.37,elite individual peak,34.3,,,False
Tony Dumas,12.37,elite individual peak,34.2,,,False
Kevin Knox,12.36,elite individual peak,27.7,,,False
Eric Washington,12.28,elite individual peak,29.5,,,False
Isaiah Canaan,12.2,elite individual peak,33.1,,,False
Carl Nicks,12.19,elite individual peak,28.6,,,False
Terence Morris,12.16,elite individual peak,31.4,,,False
Tidjane Salaun,12.15,elite individual peak,31.1,,,False
Austin Carr,12.14,elite individual peak,34.8,,,False
Eric Paschall,12.14,elite individual peak,35.2,,,False
Rodney White,12.13,elite individual peak,28.7,,,False
Johnny Juzang,12.11,elite individual peak,31.9,,,False
Lawrence Moten,12.1,elite individual peak,29.5,,,False
Javaris Crittenton,12.09,elite individual peak,30.6,,,False
Tyrese Martin,12.08,elite individual peak,31.6,,,False
Lance Thomas,12.06,elite individual peak,29.7,,,False
Mickael Gelabale,12.06,elite individual peak,30.2,,,False
Lancaster Gordon,12.05,elite individual peak,28.1,,,False
Mindaugas Kuzminskas,12.05,elite individual peak,31.3,,,False
Theo Maledon,12.05,elite individual peak,30.0,,,False
Jerome Robinson,12.04,elite individual peak,27.6,,,False
D.J. White,11.96,elite individual peak,32.3,,,False
Juan Carlos Navarro,11.96,elite individual peak,34.3,,,False
Dave Feitl,11.91,elite individual peak,36.0,,,False
Tre Mann,11.89,elite individual peak,28.2,,,False
Walter Bond,11.88,elite individual peak,26.2,,,False
Acie Earl,11.88,elite individual peak,29.5,,,False
Royal Ivey,11.88,elite individual peak,29.0,,,False
Roy Hamilton,11.87,elite individual peak,30.7,,,False
Bingo Smith,11.84,elite individual peak,31.2,,,False
Diante Garrett,11.78,elite individual peak,26.2,,,False
Justin Edwards,11.74,elite individual peak,28.7,,,False
Chris Carr,11.74,elite individual peak,30.1,,,False
Isaiah Whitehead,11.71,elite individual peak,27.5,,,False
Damjan Rudez,11.7,elite individual peak,29.2,,,False
Dragan Bender,11.7,elite individual peak,29.3,,,False
Ousmane Dieng,11.67,elite individual peak,29.4,,,False
Jamison Battle,11.66,elite individual peak,31.2,,,False
Allonzo Trier,11.65,elite individual peak,31.1,,,False
CJ Elleby,11.64,elite individual peak,28.6,,,False
Larry Demic,11.63,elite individual peak,30.2,,,False
Shabazz Muhammad,11.59,elite individual peak,36.1,,,False
DaQuan Jeffries,11.59,elite individual peak,26.6,,,False
Jalen Wilson,11.51,elite individual peak,30.4,,,False
Nique Clifford,11.51,elite individual peak,27.2,,,False
Nolan Traore,11.49,elite individual peak,29.0,,,False
Jeff Taylor,11.49,elite individual peak,28.6,,,False
Tierre Brown,11.46,elite individual peak,30.3,,,False
Salim Stoudamire,11.42,elite individual peak,31.3,,,False
Chuck Aleksinas,11.41,elite individual peak,31.3,,,False
Reggie Slater,11.4,elite individual peak,31.3,,,False
Archie Goodwin,11.38,elite individual peak,28.7,,,False
Caleb Love,11.37,elite individual peak,29.7,,,False
Hanno Mottola,11.35,elite individual peak,29.1,,,False
Oscar Torres,11.34,elite individual peak,29.1,,,False
Chris Porter,11.32,elite individual peak,27.8,,,False
Nick Weatherspoon,11.31,elite individual peak,27.8,,,False
A.J. English,11.26,elite individual peak,30.2,,,False
Terry Duerod,11.25,elite individual peak,28.9,,,False
Ace Bailey,11.17,elite individual peak,29.2,,,False
Nikoloz Tskitishvili,11.12,elite individual peak,24.4,,,False
Dwayne Bacon,11.04,elite individual peak,27.4,,,False
Frank Jackson,10.99,elite individual peak,28.1,,,False
Bo Kimble,10.98,elite individual peak,24.8,,,False
Ricky Council IV,10.94,elite individual peak,29.0,,,False
Cody Williams,10.82,elite individual peak,25.6,,,False
Will Riley,10.8,elite individual peak,28.7,,,False
Charlie Scott,10.73,elite individual peak,26.4,,,False
Rashad Vaughn,10.72,elite individual peak,23.5,,,False
Jimmer Fredette,10.7,elite individual peak,28.8,,,False
Drake Powell,10.6,elite individual peak,24.3,,,False
Adam Morrison,10.54,elite individual peak,25.5,,,False
Wayne Selden,10.52,elite individual peak,25.1,,,False
Cory Carr,10.49,elite individual peak,23.1,,,False
Elliot Williams,10.44,elite individual peak,24.7,,,False
Dajuan Wagner,10.38,elite individual peak,27.6,,,False
Malaki Branham,10.17,elite individual peak,25.6,,,False
Tre Johnson,9.98,elite individual peak,26.3,,,False
Gerald Paddio,9.59,elite individual peak,24.3,,,False
Nick Smith Jr.,9.47,elite individual peak,25.1,,,False
